PlayerName,NumSeasons,AvgPER,CareerPoints,Gender
Natalia Vodopyanova,1,11.8,25,F
JiSu Park,3,6.03,158,F
Rui Machida,1,6.6,65,F
Kaela Davis,5,7.2,566,F
Destiny Slocum,2,4.45,36,F
Rhonda Blades,2,4.4,146,F
Dena Head,3,9.77,289,F
Zuzana Zirkova,1,14.3,11,F
A'dia Mathies,1,6.0,68,F
Danielle Crockrom,1,11.2,29,F
Navonda Moore,2,5.8,69,F
Angela Jackson,1,12.2,10,F
Naomi Mulitauaopele,1,10.4,99,F
Gergana Branzova,1,8.3,69,F
Rachel Hollivay,2,7.7,48,F
Tess Madgen,1,8.9,10,F
Adut Bulgak,2,16.6,36,F
Alexis Prince,3,26.07,50,F
Willnett Crockett,1,9.5,9,F
Lindsey Moore,2,5.9,35,F
Tye'sha Fluker,3,6.3,186,F
Jelena Milovanovic,1,9.7,70,F
Niesa Johnson,2,11.55,73,F
Victoria Macaulay,1,14.5,6,F
Amanda Wilson,2,10.95,14,F
Adriana Moises,3,9.53,241,F
Joyner Holmes,3,8.53,122,F
Natalie Novosel,1,11.9,99,F
Emmeline Ndongue,1,7.7,20,F
Bashaara Graves,1,10.5,26,F
Sparkle Taylor,1,14.0,11,F
Monique Ambers,1,6.1,14,F
Anne Marie Armstrong,1,10.6,6,F
Jordan Adams,1,12.7,33,F
Ketia Swanier,5,7.2,382,F
Heather Owen,1,4.4,36,F
Francesca Zara,1,9.1,90,F
Dana Wynne,1,51.7,2,F
Madinah Slaise,1,30.7,4,F
Giuliana Mendiola,1,11.4,10,F
Jaclyn Johnson,1,10.3,35,F
Kim Mestdagh,1,8.8,22,F
Kendra Wecker,3,9.83,210,F
Julie Wojta,1,17.7,6,F
Tina Nicholson,1,7.8,48,F
Tiffany Woosley,2,7.15,98,F
Jacqueline Batteast,1,4.4,36,F
Brianna Kiesel,2,7.1,186,F
Olga Firsova,1,14.5,12,F
Kiara Leslie,2,7.7,130,F
Andrea Kuklova,1,8.6,97,F
Shanele Stires,3,10.83,92,F
Susan King Borchardt,1,10.4,3,F
Chucky Jeffery,2,17.55,17,F
A'Quonesia Franklin,1,6.8,53,F
Shea Mahoney,2,10.85,32,F
Renee Robinson,1,26.1,4,F
LaCharlotte Smith,1,24.7,5,F
Jolene Anderson,1,7.4,97,F
Brittany Brewer,1,11.4,4,F
Megan Duffy,3,5.17,123,F
Jung Sun-Min,1,6.9,30,F
Miao Lijie,1,5.0,31,F
Andrea Riley,3,6.73,324,F
Jasmine Lister,1,12.0,20,F
Queen Egbo,1,12.1,239,F
Sui Feifei,1,6.7,7,F
Evina Westbrook,1,8.9,56,F
LaNeishea Caufield,1,8.6,19,F
Taylor Lilley,1,9.4,70,F
Felicia Chester,1,6.4,2,F
Gwen Slaughter,1,19.1,2,F
Edniesha Curry,2,7.15,56,F
Chelsea Poppens,1,6.4,9,F
Lauren Ervin,1,9.0,16,F
Courtney Coleman,1,9.1,36,F
Wendi Willits,1,11.2,17,F
Deborah Carter,2,7.25,182,F
Jasmine Hassell,2,6.2,40,F
Jacki Gemelos,2,6.7,68,F
Greta Koss,1,9.1,44,F
Stacey Ford,2,24.25,4,F
Jillian Alleyne,2,11.3,4,F
Jenni Benningfield,1,7.6,9,F
Natasha Mack,1,9.0,6,F
Irina Osipova,1,5.7,2,F
Venus Lacy,2,7.8,38,F
Hajdana Radunovic,1,15.9,4,F
Amber Hall,1,10.8,30,F
Zuzi Klimesova,2,9.1,7,F
Shay Doron,1,9.8,10,F
Jenny Mowe,1,12.8,6,F
Mactabene Amachree,3,12.23,11,F
Cornelia Gayden,1,15.6,2,F
Jazmon Gwathmey,2,6.9,246,F
Mikiko Hagiwara,2,6.85,98,F
Dalma Ivanyi,4,6.28,216,F
Jamie Weisner,1,9.7,12,F
Li Yueru,1,8.3,28,F
Kelley Cain,2,6.85,34,F
Danielle Page,1,15.4,6,F
Aleah Goodman,1,6.0,0,F
MerleLynn Lange-Harris,1,6.2,0,F
Tina Krajisnik,1,9.4,0,F
Tamara Stocks,1,3.8,3,F
Raina Perez,1,18.6,0,F
Texlin Quinney,1,8.6,15,F
LaToya Bond,2,6.0,267,F
Catarina Pollini,1,4.6,22,F
Lesley Brown,1,10.7,19,F
Liz Moeggenberg,2,8.65,95,F
Nicole Kubik,2,6.8,8,F
Maren Walseth,2,6.95,17,F
Shantia Owens,2,6.5,131,F
Sharnee Zoll,2,6.0,27,F
Linnae Harper,1,10.8,48,F
Jelena Dubljevic,1,6.1,22,F
Angelina Wolvert,1,9.6,2,F
Elissa Cunane,1,9.6,2,F
Adrianne Ross,1,0.5,2,F
Ameryst Alston,1,29.8,2,F
Angela Aycock,1,8.0,0,F
Adaora Elonu,1,0.0,0,F
Whitney Boddie,1,8.4,2,F
Monique Coker,1,10.8,3,F
Tyresa Smith,1,9.5,1,F
Aaryn Ellenberg,1,0.0,0,F
Tajama Abraham,2,7.3,140,F
E.C. Hill,1,2.6,0,F
Kym Hope,1,12.5,2,F
Trina Frierson,1,2.3,7,F
Angelina Williams,2,8.55,81,F
Abi Olajuwon,1,5.9,6,F
Jocelyn Willoughby,2,7.05,157,F
Chay Shegog,1,4.7,3,F
Karen Booker,2,8.6,61,F
Pat Luckey,1,7.8,0,F
Danielle Viglione,1,5.7,7,F
Lindsay Taylor,1,1.8,3,F
Kamesha Hairston,1,5.1,32,F
Margold Clark,1,4.1,7,F
Brooke Queenan,1,1.0,2,F
Brandi Davis,1,7.1,41,F
Samantha Prahalis,3,4.57,346,F
Brooke McCarty-Williams,1,7.5,81,F
Michaela Pavlickova,2,7.0,7,F
Anriel Howard,1,4.0,5,F
Charmin Smith,4,3.12,120,F
Jamila Wideman,3,6.33,188,F
Jackie Moore,1,10.9,42,F
Ryneldi Becenti,1,0.0,0,F
Kasha Terry,2,8.25,117,F
Maimouna Diarra,1,5.1,3,F
Evgeniya Belyakova,1,4.1,44,F
Alessandra Santos de Oliveira,3,8.57,240,F
Tiffany Bias,3,5.6,80,F
Tiffany McCain,3,4.03,155,F
Marlous Nieuwveen,1,1.9,4,F
Tanja Kostic,2,2.2,12,F
Mila Nikolich,1,7.1,10,F
Marina Ferragut,1,5.1,50,F
Brittainey Raven,1,6.2,34,F
Leticia Romero,1,5.0,24,F
Ambrosia Anderson,1,5.1,0,F
Michelle Reed,1,8.3,14,F
Gabriela Marginean,1,8.6,2,F
Lorela Cubaj,1,3.4,8,F
Stephanie Raymond,1,9.9,61,F
Lanay Montgomery,1,6.6,6,F
Sug Sutton,1,6.3,34,F
NaLyssa Smith,1,11.9,433,F
Milica Vukadinovic,1,8.5,3,F
Cassandra Crumpton-Moorer,1,3.0,2,F
Joy Cheek,1,3.3,15,F
Morenike Atunrase,1,7.6,71,F
Aneta Kausaite,1,7.5,14,F
Feyonda Fitzgerald,1,1.3,0,F
Jaynetta Saunders,2,10.2,167,F
Sonja Mallory,1,7.7,10,F
Yolanda Paige,1,9.5,16,F
Charel Allen,1,7.0,16,F
Chandra Johnson,1,2.5,6,F
Audrey Sauret,2,5.65,100,F
Ashley Walker,2,6.85,36,F
Stacy Stephens,1,2.1,4,F
Endy Miyem,1,4.8,27,F
Sydney Carter,4,4.72,190,F
Jasmina Perazic-Gipe,1,8.2,10,F
Kelly Boucher,1,4.6,10,F
Anita Maxwell,1,10.6,19,F
Pietra Gay,1,2.8,4,F
Kiana Williams,1,1.8,5,F
Rhonda Banchero,1,1.7,6,F
Kierstan Bell,1,5.5,27,F
Kaayla Chones,2,5.25,42,F
Caity Matter,1,4.7,9,F
Jill Chapman-Daily,1,4.6,22,F
Raigyne Louis,1,2.0,6,F
Chelsea Hopkins,2,3.25,13,F
Cass Bauer-Bilodeau,3,4.17,124,F
Isabel Sanchez,1,6.9,22,F
Nevriye Yilmaz,2,5.05,33,F
Albena Branzova,1,5.1,23,F
Miranda Ayim,1,5.0,8,F
Jaime Nared,1,6.9,79,F
Erin Alexander,1,6.3,39,F
Corissa Yasen,1,11.1,52,F
Larecha Jones,1,7.7,19,F
Nadine Domond,1,8.5,27,F
Leila Sobral,1,8.8,25,F
Megan Compain,1,3.2,5,F
Nicole Levesque,1,6.8,109,F
Chelsey Perry,1,2.9,13,F
Gennifer Brandon,1,9.1,28,F
Lindsay Bowen,1,1.4,9,F
Bernadett Hatar,1,7.4,34,F
Heather Burge,1,0.9,7,F
Paris Kea,2,10.7,105,F
Leigh Aziz,1,5.1,10,F
Elisabeth Cebrian,1,3.7,38,F
Judy Mosley-McAfee,1,8.4,55,F
Stephanie Watts,1,2.4,15,F
Romana Hamzova,1,5.3,7,F
Khayla Pointer,1,7.6,22,F
Adrienne Shuler,1,10.5,89,F
Yvette Angel,1,7.8,14,F
Katelan Redmon,1,1.2,7,F
Jasmine James,1,9.3,49,F
Andrea Hoover,1,4.3,45,F
Rennia Davis,1,3.8,10,F
Tia Paschal,1,6.2,27,F
Kianna Smith,1,5.4,29,F
Ruth Hamblin,1,5.8,21,F
Katasha Artis,1,3.3,16,F
Evelyn Akhator,1,3.3,13,F
Jaylyn Agnew,1,0.1,15,F
Jessica Bibby,1,4.9,19,F
Maite Cazorla,1,6.4,92,F
Markita Aldridge,2,6.65,144,F
Marta Fernandez,1,11.3,297,F
Aisha Sheppard,1,1.8,35,F
Meighan Simmons,2,3.85,97,F
Margo Graham,1,5.7,18,F
Debra Williams,1,4.4,27,F
Katrina Hibbert,1,7.7,53,F
Nancy Lieberman,1,6.4,64,F
Megan Walker,3,4.13,229,F
Mandisa Stevenson,1,4.4,38,F
Valeriane Ayayi,1,7.0,37,F
Ilona Korstine,1,6.7,21,F
Chloe Jackson,1,2.4,5,F
Davellyn Whyte,1,10.4,130,F
Milena Flores,1,7.1,112,F
Beth Cunningham,1,5.5,59,F
Ashley Shields,2,4.15,161,F
Chanel Mokango,1,2.7,9,F
Sam Thomas,1,1.1,10,F
Chioma Nnamaka,1,3.0,16,F
Quianna Chaney,1,8.1,68,F
Kathrin Ress,1,5.6,85,F
Destanni Henderson,1,11.2,191,F
Tai Dillard,3,2.07,87,F
Chen Nan,1,8.7,97,F
Christelle N'Garsanet,1,8.0,27,F
Tracy Henderson,2,6.35,106,F
Nekeshia Henderson,1,5.6,26,F
Katarina Lazic,1,1.3,17,F
Brandi McCain,1,6.9,83,F
Robin Threatt-Elliott,1,11.6,155,F
Penny Moore,2,9.4,373,F
Jasmine Dickey,1,0.3,21,F
Alexis Peterson,1,3.7,35,F
Lexie Hull,1,5.5,100,F
Kamiko Williams,1,6.5,88,F
Arella Guirantes,1,4.8,79,F
Jenny Boucek,1,1.0,18,F
La'Shawn Brown,1,4.9,43,F
Chastity Reed,1,2.2,38,F
Yuko Oga,1,6.4,56,F
Katie Cronin,1,0.6,24,F
Jannon Roland,1,2.7,33,F
Rehema Stephens,1,0.2,26,F
Dymond Simon,1,2.8,30,F
Shona Thorburn,1,2.4,16,F
Haley Peters,1,6.8,196,F
Kysre Gondrezick,1,2.7,36,F
Tawona Alhaleem,1,4.8,49,F
Lenae Williams,1,4.1,73,F
Anastasia Kostaki,1,0.7,67,F
Andrea Garner,1,8.0,99,F
Jameka Jones,1,0.3,70,F
Kristen Veal,2,6.4,187,F
Krystyna Lara,1,3.5,62,F
Jasmine Walker,1,0.8,51,F
Samantha Logic,1,2.7,48,F
Keri Chaconas,1,6.7,144,F
