PlayerName,NumSeasons,AvgPER,CareerPoints,Gender
Tyus Edney,4,14.95,1728,M
Vincenzo Esposito,1,5.2,116,M
Michael Finley,19,14.61,18757,M
Sherell Ford,1,16.4,90,M
Kevin Garnett,23,21.04,26394,M
Anthony Goldwire,16,9.08,2268,M
Thomas Hamilton,2,7.85,107,M
Alvin Heggs,1,20.7,8,M
Alan Henderson,12,14.58,5094,M
Fred Hoiberg,10,12.65,2944,M
Darryl Johnson,1,9.7,12,M
Frankie King,2,7.85,27,M
Jimmy King,2,11.3,285,M
Voshon Lenard,13,13.33,6936,M
Cedric Lewis,1,62.7,4,M
Martin Lewis,2,11.05,89,M
Rich Manning,4,8.78,257,M
Donny Marshall,5,1.36,293,M
Cuonzo Martin,2,0.35,9,M
Clint McDaniel,1,15.6,30,M
Antonio McDyess,17,16.48,12517,M
Loren Meyer,5,5.86,911,M
Lawrence Moten,3,8.97,747,M
Todd Mundt,3,6.23,74,M
Howard Nathan,1,11.3,13,M
Ed O'Bannon,4,8.28,869,M
Greg Ostertag,11,12.79,3512,M
Cherokee Parks,11,11.33,2355,M
Theo Ratliff,24,12.7,7579,M
Bryant Reeves,6,13.15,4945,M
Don Reid,10,8.52,1598,M
Terrence Rencher,3,5.8,212,M
Shawn Respert,8,10.83,1362,M
Lou Roe,2,6.0,130,M
Stefano Rusconi,1,2.4,8,M
Arvydas Sabonis*,7,21.0,5629,M
Joe Smith,26,13.02,14076,M
Eric Snow,15,10.79,6000,M
Jerry Stackhouse,20,14.23,17658,M
Damon Stoudamire,17,14.12,13305,M
Bob Sura,12,14.22,6250,M
Larry Sykes,1,0.0,0,M
Kurt Thomas,20,12.8,9416,M
Gary Trent,11,15.49,4996,M
Logan Vander,1,1.8,9,M
David Vaughn,7,12.49,503,M
Rasheed Wallace,19,16.74,17094,M
Jeff Webster,1,7.0,18,M
Dwayne Whitfield,1,9.3,40,M
Eric Williams,18,11.36,6832,M
Corliss Williamson,16,14.28,10689,M
George Zidek,7,9.97,625,M
Shareef Abdur-Rahim,14,17.88,16412,M
Ray Allen,20,18.66,26218,M
Shandon Anderson,12,9.5,5582,M
Dexter Boney,1,10.2,19,M
Bruce Bowen,15,9.68,5486,M
Mark Bradtke,1,9.6,59,M
Marcus Brown,2,7.0,92,M
Kobe Bryant,20,21.55,33643,M
Marcus Camby,21,17.21,10105,M
Jimmy Carruth,1,9.7,5,M
Erick Dampier,16,13.04,7309,M
Ben Davis,4,15.0,54,M
Emanual Davis,6,9.23,1100,M
Tony Delk,16,13.28,6517,M
Aleksandar Djordjevic,1,12.5,25,M
Nate Driggers,1,6.8,36,M
Brian Evans,7,10.47,730,M
Jamie Feick,9,11.08,1239,M
Derek Fisher,22,10.77,11238,M
Todd Fuller,5,10.04,835,M
Dean Garrett,8,10.04,1773,M
Reggie Geary,2,7.75,209,M
Devin Gray,4,6.82,85,M
Evric Gray,1,2.8,13,M
Darvin Ham,10,10.04,1222,M
Steve Hamer,1,8.9,76,M
Othella Harrington,14,11.51,5877,M
Michael Hawkins,4,7.58,132,M
Shane Heal,2,5.15,97,M
Mark Hendrickson,6,10.33,394,M
Allen Iverson*,20,19.44,27457,M
Kerry Kittles,8,15.28,7165,M
Travis Knight,7,9.21,1276,M
Priest Lauderdale,2,11.8,255,M
Randy Livingston,11,8.25,773,M
Horacio Llamas,2,9.55,58,M
Matt Maloney,6,9.0,2177,M
Stephon Marbury,17,18.14,18980,M
Walter McCarty,12,8.88,3316,M
Amal McCaskill,4,7.72,204,M
Jeff McInnis,13,12.17,6224,M
Martin Muursepp,4,14.2,545,M
Steve Nash,18,18.6,17387,M
Ruben Nembhard,3,12.67,80,M
Gaylon Nickerson,3,10.57,30,M
Moochie Norris,15,10.09,2721,M
Jermaine O'Neal,20,16.13,14214,M
Ray Owes,1,11.1,177,M
Vitaly Potapenko,15,8.83,4578,M
Chris Robinson,4,8.65,512,M
Roy Rogers,5,8.3,672,M
Malik Rose,17,11.31,5667,M
Kevin Salvadori,2,5.2,42,M
Jason Sasser,4,8.93,49,M
Brent Scott,1,7.0,19,M
James Scott,1,-4.1,1,M
Shawnelle Scott,4,13.95,189,M
Stevin Smith,1,3.3,14,M
Matt Steigenga,1,7.0,3,M
Joe Stephens,3,10.3,71,M
Erick Strickland,11,12.32,4040,M
Brett Szabo,1,8.8,153,M
Antoine Walker,14,15.45,17120,M
Samaki Walker,10,9.79,2376,M
Ben Wallace,18,14.14,6602,M
John Wallace,7,13.36,2901,M
Donald Whiteside,2,4.15,61,M
Jerome Williams,13,15.38,4659,M
Lorenzen Wright,15,9.65,6206,M
Tariq Abdul-Wahad,10,9.93,2662,M
Derek Anderson,13,13.9,7706,M
Chris Anstey,3,12.5,813,M
Drew Barry,5,9.62,175,M
Tony Battie,16,11.86,5490,M
Chauncey Billups,23,17.03,19303,M
Etdrick Bohannon,6,6.83,66,M
Keith Booth,2,10.4,130,M
Rick Brunson,15,9.61,1308,M
Kelvin Cato,12,12.83,3058,M
Keith Closs,3,15.2,502,M
James Collins,1,15.3,59,M
James Cotton,2,12.35,49,M
Chris Crawford,7,15.43,1654,M
Austin Croshere,14,13.16,4515,M
William Cunningham,6,8.72,28,M
Antonio Daniels,15,13.71,6923,M
Tim Duncan,19,23.93,26496,M
Tony Farmer,2,14.8,532,M
Danny Fortson,10,14.9,3615,M
Adonal Foyle,14,12.0,3006,M
Lawrence Funderburke,7,15.36,2031,M
Chris Garner,2,3.3,72,M
Kiwane Garris,2,2.4,72,M
Ed Gray,2,8.9,373,M
Derek Grimm,1,7.9,14,M
Reggie Hanson,1,6.9,6,M
Jerald Honeycutt,4,5.35,305,M
Troy Hudson,11,12.57,4637,M
Zydrunas Ilgauskas,13,17.77,10976,M
Bobby Jackson,14,15.12,7897,M
Anthony Johnson,21,10.4,5458,M
Dontae' Jones,1,3.8,44,M
Brevin Knight,17,13.58,5936,M
Rusty LaRue,5,7.34,486,M
Jason Lawson,1,21.5,26,M
Michael McDonald,1,-22.1,0,M
Tracy McGrady,17,19.51,18626,M
Ron Mercer,12,11.27,7775,M
Marko Milic,2,11.15,108,M
Jeff Nordgaard,1,11.6,18,M
Charles O'Bannon,2,11.9,120,M
Kevin Ollie,23,9.24,3844,M
Anthony Parker,9,14.1,4478,M
Scot Pollard,11,12.79,2222,M
Mark Pope,6,1.73,285,M
Rodrick Rhodes,5,0.08,423,M
Shea Seals,1,4.9,4,M
God Shammgod,1,9.2,61,M
Kebu Stewart,1,14.0,40,M
Michael Stewart,10,7.34,636,M
Ed Stokes,1,6.4,3,M
Johnny Taylor,5,2.96,267,M
Maurice Taylor,11,11.75,6361,M
John Thomas,10,6.92,726,M
Tim Thomas,22,13.53,11627,M
Keith Van,13,16.71,11064,M
Jacque Vaughn,12,9.83,3463,M
Eric Washington,2,9.55,716,M
Bubba Wells,1,11.1,128,M
DeJuan Wheat,2,13.15,265,M
Alvin Williams,11,10.15,4485,M
Brandon Williams,3,5.63,41,M
Travis Williams,2,11.25,151,M
Peter Aluma,1,3.1,2,M
Toby Bailey,2,11.05,241,M
LaMark Baker,1,-46.6,0,M
Corey Benjamin,4,8.53,835,M
Mike Bibby,19,13.98,16053,M
Earl Boykins,19,15.98,6955,M
Gerald Brown,1,7.3,80,M
Cory Carr,1,5.1,171,M
Vince Carter,23,18.26,27463,M
Keon Clark,8,14.05,3522,M
Kornel David,7,12.5,790,M
Ricky Davis,16,14.48,12568,M
Michael Dickerson,5,11.18,3257,M
Michael Doleac,12,10.68,3207,M
Bryce Drew,6,8.62,1081,M
Marlon Garnett,1,6.5,51,M
Pat Garrity,10,8.68,4017,M
Paul Grant,4,-0.72,33,M
Matt Harpring,11,14.81,7645,M
Al Harrington,20,13.24,15991,M
J.R. Henderson,1,9.0,97,M
Larry Hughes,21,13.21,13346,M
Randell Jackson,2,5.8,114,M
Sam Jacobson,5,13.52,538,M
Jerome James,9,14.11,1540,M
Antawn Jamison,18,17.28,21277,M
Damon Jones,15,12.24,4684,M
Jonathan Kerner,1,-15.2,0,M
Gerard King,3,12.37,566,M
Raef LaFrentz,12,15.59,6741,M
Rashard Lewis,18,14.75,16247,M
Felipe Lopez,6,11.63,1998,M
Tyronn Lue,17,11.84,5970,M
Sean Marks,11,9.34,638,M
Kelly McCarty,1,31.7,4,M
Jelani McCoy,8,9.04,1200,M
Roshown McLeod,5,8.48,1154,M
Brad Miller,18,17.51,11587,M
Cuttino Mobley,13,14.15,13098,M
Nazr Mohammed,28,14.04,8765,M
Mikki Moore,19,12.6,3681,M
Makhtar N'Diaye,1,3.9,5,M
Tyrone Nesby,6,11.52,2943,M
Rasho Nesterovic,12,12.58,5519,M
Dirk Nowitzki,19,22.18,30260,M
Michael Olowokandi,11,9.54,4373,M
Andrae Patterson,2,13.1,120,M
Ruben Patterson,12,16.19,7811,M
Paul Pierce,19,18.56,26397,M
Casey Shaw,1,-14.9,2,M
Jeffrey Sheppard,1,8.7,40,M
Miles Simon,1,-7.2,2,M
Alvin Sims,1,10.9,11,M
Brian Skinner,18,9.23,3300,M
Ryan Stack,2,7.15,99,M
Vladimir Stepania,6,11.65,1118,M
Peja Stojakovic,18,17.33,15217,M
Bruno Sundov,9,5.32,184,M
Robert Traylor,7,14.77,2085,M
Bonzi Wells,14,15.66,8695,M
Tyson Wheeler,1,76.1,4,M
Jahidi White,9,9.62,2215,M
Jason Williams,14,13.03,8320,M
Shammond Williams,11,14.72,2774,M
Trevor Winter,1,-4.3,0,M
Korleone Young,1,31.3,13,M
Rafer Alston,15,12.03,8126,M
Chucky Atkins,17,11.35,8177,M
William Avery,3,7.03,379,M
Jonathan Bender,8,12.22,1453,M
Calvin Booth,16,13.78,1623,M
Lazaro Borrell,1,15.0,62,M
Cal Bowdler,3,11.73,424,M
Ryan Bowen,10,12.28,1319,M
Ira Bowman,3,12.97,15,M
A.J. Bramlett,1,-0.4,8,M
Elton Brand,17,18.61,16827,M
Greg Buckner,10,10.29,2878,M
Rodney Buford,5,9.66,1472,M
Anthony Carter,15,8.99,3119,M
John Celestand,1,2.7,37,M
Vonteego Cummings,3,11.7,1381,M
Baron Davis,17,17.74,15092,M
Derrick Dial,6,12.88,354,M
Obinna Ekezie,6,6.48,611,M
Evan Eschmeyer,4,9.97,421,M
Jeff Foster,13,14.34,3747,M
Steve Francis,11,16.65,11451,M
Devean George,11,10.1,3536,M
Dion Glover,8,12.49,3027,M
Adrian Griffin,11,10.25,1984,M
Richard Hamilton,14,15.83,15708,M
Chris Herren,2,7.5,224,M
Derek Hood,1,-24.2,0,M
Rick Hughes,1,10.9,82,M
Jermaine Jackson,7,7.73,383,M
Tim James,3,7.73,68,M
Harold Jamison,2,10.25,72,M
DeMarco Johnson,1,0.5,6,M
Jumaine Jones,8,11.04,3325,M
Lari Ketner,4,2.2,68,M
Trajan Langdon,3,12.07,647,M
Quincy Lewis,4,6.2,567,M
Todd MacCulloch,4,16.75,1369,M
Corey Maggette,14,16.84,13198,M
Shawn Marion,20,17.95,19563,M
Andre Miller,25,16.02,18135,M
Jason Miskiri,1,-12.4,0,M
Lamar Odom,14,15.84,12781,M
Scott Padgett,10,10.48,1920,M
Milt Palacio,9,9.72,2474,M
James Posey,14,12.09,8312,M
Laron Profit,4,9.85,441,M
Aleksandar Radojevic,2,0.45,26,M
Ryan Robertson,1,2.6,5,M
Eddie Robinson,5,13.86,1938,M
Michael Ruffin,9,8.21,716,M
Wally Szczerbiak,14,15.56,11422,M
Jason Terry,18,15.36,18715,M
Jamel Thomas,4,7.65,47,M
Kenny Thomas,15,12.77,7451,M
Mirsad Turkcan,3,9.6,66,M
Wayne Turner,1,-1.7,4,M
Dedric Willoughby,1,12.2,190,M
Metta World,21,14.62,14769,M
Tim Young,1,11.7,54,M
Courtney Alexander,5,11.1,2308,M
Dalibor Bagaric,3,6.33,251,M
Erick Barkley,2,10.05,77,M
Raja Bell,16,10.67,7868,M
Mark Blount,13,11.56,6256,M
Brian Cardinal,12,10.9,2108,M
Mateen Cleaves,6,6.52,609,M
Jason Collier,5,11.82,841,M
Sean Colson,3,3.7,30,M
Jamal Crawford,19,15.11,19364,M
Keyon Dooling,13,10.93,5067,M
Khalid El-Amin,1,12.2,314,M
Marcus Fizer,6,13.7,2782,M
Ruben Garces,3,8.47,32,M
Eddie Gill,9,7.79,609,M
Steve Goodrich,2,1.6,24,M
A.J. Guyton,3,4.37,442,M
Zendon Hamilton,8,13.4,611,M
Jason Hart,15,9.81,1952,M
Donnell Harvey,9,14.19,1659,M
Eddie House,16,13.1,6226,M
Marc Jackson,11,12.98,3839,M
Stephen Jackson,20,12.77,16265,M
DerMarr Johnson,7,11.47,2121,M
Garth Joseph,3,-5.0,4,M
Dan Langhi,6,5.35,406,M
Art Long,5,4.92,405,M
Mark Madsen,9,6.38,975,M
Jamaal Magloire,14,9.73,4973,M
Kenyon Martin,15,13.66,9325,M
Desmond Mason,12,12.19,8914,M
Dan McClintock,1,9.9,18,M
Paul McPherson,3,13.7,524,M
Stanislav Medvedenko,7,13.99,1390,M
Chris Mihm,10,12.95,3744,M
Darius Miles,9,14.48,5368,M
Mike Miller,19,13.2,11984,M
Jerome Moiso,8,11.25,414,M
Hanno Mottola,2,7.95,715,M
Mamadou N'Diaye,7,9.91,360,M
Lee Nailon,9,13.62,2963,M
Eduardo Najera,16,10.76,3563,M
Ira Newble,11,8.77,2118,M
Olumide Oyedeji,3,10.4,127,M
Andy Panko,1,0.0,0,M
Mike Penberthy,2,21.25,272,M
Morris Peterson,11,11.81,7628,M
Chris Porter,1,11.1,440,M
Lavor Postell,3,8.67,195,M
Joel Przybilla,17,8.31,2406,M
Michael Redd,12,16.54,11972,M
Quentin Richardson,13,11.5,8032,M
Terrance Roberson,1,-15.0,0,M
Jamal Robinson,1,-1.9,6,M
Soumaila Samake,2,10.95,68,M
Pepe Sanchez,4,9.12,40,M
Daniel Santiago,4,8.25,417,M
Jabari Smith,6,11.58,402,M
Mike Smith,1,8.1,51,M
DeShawn Stevenson,17,8.21,6975,M
Stromile Swift,13,13.58,4987,M
Dragan Tarlac,1,5.6,103,M
Jake Tsakalidis,9,11.11,1581,M
Hedo Turkoglu,17,13.05,11899,M
David Vanterpool,1,10.9,122,M
Jake Voskuhl,9,9.16,1814,M
Ruben Wolkowyski,2,3.8,80,M
Wang Zhizhi,7,15.6,651,M
Malik Allen,14,10.39,2866,M
Chris Andersen,17,15.55,3860,M
Gilbert Arenas,13,16.91,12157,M
Brandon Armstrong,3,4.4,239,M
Carlos Arroyo,17,12.54,5101,M
Mengke Bateer,3,2.27,156,M
Shane Battier,15,12.27,9032,M
Charlie Bell,9,7.19,3212,M
Ruben Boumtje-Boumtje,3,9.43,43,M
Michael Bradley,10,9.64,531,M
Jamison Brewer,4,8.5,89,M
Primoz Brezec,13,8.64,2583,M
Damone Brown,4,1.58,108,M
Ernest Brown,1,-9.7,3,M
Kedrick Brown,6,11.27,798,M
Kwame Brown,14,11.38,4219,M
Tierre Brown,4,7.52,527,M
Tyson Chandler,16,15.99,9002,M
Speedy Claxton,9,13.39,3808,M
Jarron Collins,12,6.4,2114,M
Jason Collins,17,4.99,2802,M
Joe Crispin,3,13.9,158,M
Eddy Curry,11,10.57,6820,M
Samuel Dalembert,13,15.22,6814,M
DeSagana Diop,16,8.78,1581,M
Predrag Drobnjak,4,12.62,2187,M
Maurice Evans,13,11.59,4872,M
Isaac Fontaine,1,-0.9,11,M
Alton Ford,3,6.73,186,M
Joseph Forte,2,3.1,30,M
Antonis Fotsis,1,11.3,108,M
Tremaine Fowlkes,4,8.97,301,M
Pau Gasol,18,21.46,21247,M
Eddie Griffin,5,12.5,2171,M
Tang Hamilton,1,10.9,20,M
Trenton Hassell,11,7.2,3864,M
Kirk Haston,2,-2.55,32,M
Brendan Haywood,15,14.19,6242,M
Steven Hunter,8,12.32,1817,M
Mike James,20,11.35,8290,M
Richard Jefferson,18,13.37,15452,M
Joe Johnson,20,14.87,21606,M
Alvin Jones,1,6.2,26,M
Andrei Kirilenko,13,17.19,9431,M
Terence Morris,3,8.83,472,M
Troy Murphy,16,13.38,8667,M
Dean Oliver,2,8.6,64,M
Tony Parker,16,18.33,18522,M
Vladimir Radmanovic,18,11.46,7430,M
Zach Randolph,18,19.22,18762,M
Zeljko Rebraca,7,12.73,1367,M
Jason Richardson,17,15.79,17105,M
Norm Richardson,3,3.9,60,M
Jeryl Sasser,2,7.65,204,M
Kenny Satterfield,4,6.03,453,M
Brian Scalabrine,11,7.47,1594,M
Ansu Sesay,4,12.35,401,M
Bobby Simmons,10,9.95,4189,M
Leon Smith,2,17.85,33,M
Will Solomon,4,11.6,847,M
Etan Thomas,9,13.58,2341,M
Jamaal Tinsley,11,12.1,4652,M
Oscar Torres,2,13.05,442,M
Jeff Trepagnier,3,9.4,88,M
Ratko Varda,1,15.0,5,M
Gerald Wallace,18,15.14,11846,M
Earl Watson,15,11.65,6216,M
Rodney White,6,11.62,1833,M
Loren Woods,6,11.52,555,M
Robert Archibald,5,5.82,83,M
Maceo Baston,4,15.4,286,M
Mike Batiste,1,12.2,481,M
Lonny Baxter,9,9.78,1006,M
Carlos Boozer,13,19.25,13976,M
J.R. Bremer,4,5.62,764,M
Devin Brown,12,10.01,3781,M
Pat Burke,3,9.17,468,M
Caron Butler,18,14.07,14223,M
Rasual Butler,15,10.34,6314,M
Dan Dickau,10,9.74,2727,M
Juan Dixon,11,12.17,4719,M
Melvin Ely,11,8.24,2081,M
Reggie Evans,17,11.58,3880,M
Dan Gadzuric,12,11.14,2583,M
Manu Ginobili,15,20.29,13467,M
Gordan Giricek,13,11.28,5757,M
Drew Gooden,23,15.66,11722,M
Marcus Haislip,4,10.9,311,M
Adam Harrington,3,6.4,60,M
Junior Harrington,3,7.67,733,M
Juaquin Hawkins,1,7.3,134,M
Nene Hilario,17,13.03,10953,M
Nate Huffman,1,11.8,23,M
Ryan Humphrey,5,4.68,290,M
Casey Jacobsen,6,8.95,2035,M
Marko Jaric,7,11.66,3193,M
Chris Jefferies,4,13.97,365,M
Jared Jeffries,15,9.1,3449,M
Fred Jones,9,10.34,3618,M
Sean Lampley,2,17.0,203,M
Tito Maddox,1,11.2,11,M
Roger Mason,12,8.27,3385,M
Yao Ming*,8,22.85,9247,M
Ronald Murray,16,10.97,6837,M
Bostjan Nachbar,10,8.95,2903,M
Mehmet Okur,10,15.84,8561,M
Chris Owens,1,20.1,4,M
Jannero Pargo,17,10.44,3589,M
Smush Parker,9,8.14,2682,M
Tayshaun Prince,19,12.97,12558,M
Igor Rakocevic,1,8.4,78,M
Efthimi Rentzias,1,10.6,52,M
Antoine Rigaudeau,1,-2.4,17,M
Guy Rucker,1,7.8,0,M
Kareem Rush,9,7.72,2615,M
John Salmons,19,11.63,11386,M
Jamal Sampson,5,14.14,142,M
Predrag Savovic,1,6.0,83,M
Paul Shirley,3,-4.5,33,M
Tamar Slay,3,5.47,173,M
Amar'e Stoudemire,16,20.92,16674,M
Cezary Trybanski,4,-8.72,16,M
Nikoloz Tskitishvili,8,4.06,593,M
Dajuan Wagner,4,10.43,964,M
Jiri Welsch,6,9.03,1980,M
Chris Wilcox,15,14.85,6223,M
Mike Wilks,14,9.79,865,M
Frank Williams,3,5.8,253,M
Jay Williams,1,12.2,714,M
Qyntel Woods,4,10.18,691,M
Vincent Yarbrough,1,9.5,406,M
Carmelo Anthony,16,21.02,26126,M
Marcus Banks,14,10.92,2934,M
Leandro Barbosa,16,14.29,9743,M
Matt Barnes,18,12.03,8291,M
Jerome Beasley,1,5.9,2,M
Troy Bell,1,-4.5,11,M
Steve Blake,19,10.66,7154,M
Keith Bogans,15,9.48,5243,M
Curtis Borchardt,2,8.65,258,M
Chris Bosh,13,20.51,17189,M
Torraye Braggs,4,9.65,86,M
Zarko Cabarkapa,5,16.82,878,M
Matt Carroll,14,7.37,3196,M
Maurice Carter,3,5.9,84,M
Brian Cook,15,8.71,2705,M
Omar Cook,2,10.85,37,M
Marquis Daniels,10,12.42,4319,M
Josh Davis,6,12.88,162,M
Boris Diaw,18,12.52,10576,M
Kaniel Dickens,3,12.13,22,M
Ronald Dupree,8,9.04,559,M
Ndudi Ebi,2,13.55,40,M
Francisco Elson,13,8.08,1948,M
Desmond Ferguson,1,11.3,13,M
T.J. Ford,8,14.33,4797,M
Richie Frahm,6,10.38,610,M
Hiram Fuller,1,3.6,8,M
Reece Gaines,5,4.58,164,M
Alex Garcia,2,1.85,47,M
Willie Green,12,10.62,6059,M
Ben Handlogten,2,13.7,163,M
Travis Hansen,1,7.2,123,M
Udonis Haslem,14,12.08,6478,M
Jarvis Hayes,7,10.99,3553,M
Kirk Hinrich,17,11.38,10468,M
Josh Howard,12,14.93,7716,M
Brandon Hunter,2,12.4,220,M
LeBron James,14,27.7,28787,M
Britton Johnsen,2,1.5,54,M
Linton Johnson,12,5.91,765,M
Dahntay Jones,15,8.84,3615,M
James Jones,14,10.61,3717,M
Chris Kaman,13,14.75,8208,M
Jason Kapono,9,8.78,3398,M
Kyle Korver,18,12.66,11713,M
Maciej Lampe,7,2.89,334,M
Raul Lopez,2,12.45,733,M
Keith McLeod,6,9.6,1336,M
Darko Milicic,14,8.56,3294,M
Travis Outlaw,13,13.33,5582,M
Zaza Pachulia,14,14.04,6774,M
Sasha Pavlovic,13,7.12,2863,M
Desmond Penigar,1,12.9,32,M
Kirk Penney,2,-5.75,5,M
Kendrick Perkins,17,10.32,4631,M
Mickael Pietrus,12,10.81,5039,M
Zoran Planinic,3,9.8,561,M
Luke Ridnour,14,12.69,8046,M
Theron Smith,2,6.8,149,M
Darius Songaila,8,11.9,3415,M
Mike Sweetney,4,14.6,1516,M
Ime Udoka,7,8.69,1635,M
Slavko Vranes,1,-20.4,0,M
Dwyane Wade,14,23.94,21317,M
Luke Walton,12,9.55,2704,M
David West,14,17.81,13539,M
Mo Williams,17,14.54,12535,M
Tony Allen,13,14.31,6551,M
Rafael Araujo,3,6.63,389,M
Trevor Ariza,17,13.84,9603,M
Maurice Baker,3,-0.13,0,M
Andre Barrett,8,10.66,424,M
Andris Biedrins,10,12.69,3247,M
Tony Bobbitt,1,11.7,5,M
Matt Bonner,12,13.42,4632,M
Antonio Burks,2,8.95,186,M
Jackie Butler,3,38.23,343,M
Geno Carlisle,1,18.1,8,M
Lionel Chalmers,1,6.5,111,M
Josh Childress,8,12.5,3548,M
Nick Collison,13,12.78,5328,M
Erik Daniels,1,4.6,13,M
Carlos Delfino,8,12.07,4115,M
Luol Deng,15,15.2,14213,M
Chris Duhon,9,10.07,3946,M
Corsley Edwards,1,8.6,27,M
John Edwards,2,5.75,99,M
Andre Emmett,2,7.1,20,M
Luis Flores,3,17.53,70,M
Matt Freije,2,5.1,133,M
Ben Gordon,11,13.69,11084,M
Devin Harris,17,16.21,11599,M
David Harrison,4,10.08,949,M
Dwight Howard,13,21.52,16652,M
Kris Humphries,18,14.45,6180,M
Andre Iguodala,13,15.71,12683,M
Didier Ilunga-Mbenga,9,9.66,497,M
Royal Ivey,12,6.52,1734,M
Al Jefferson,13,20.05,14091,M
Horace Jenkins,1,10.2,42,M
Mario Kasun,2,10.45,198,M
Viktor Khryapa,4,9.93,643,M
Brandin Knight,1,-1.2,0,M
Nenad Krstic,9,13.38,4785,M
Ibo Kutluay,1,-12.9,0,M
Shaun Livingston,18,11.6,5317,M
Kevin Martin,16,15.96,13856,M
Jameer Nelson,16,13.99,10216,M
Andres Nocioni,10,11.56,6282,M
Emeka Okafor,9,16.68,7256,M
Pavel Podkolzin,2,-4.9,4,M
Peter John,1,8.2,11,M
Justin Reed,5,8.2,797,M
Jared Reiner,2,3.55,54,M
Bernard Robinson,5,10.38,637,M
Quinton Ross,9,5.97,1955,M
Ha Seung-Jin,2,4.7,70,M
Donta Smith,2,11.65,165,M
J.R. Smith,15,14.16,12242,M
Josh Smith,16,15.9,14353,M
Kirk Snyder,6,12.72,1594,M
Pape Sow,3,11.23,219,M
Awvee Storey,3,9.2,143,M
Robert Swift,4,8.07,416,M
Yuta Tabuse,1,15.6,7,M
Sebastian Telfair,14,11.01,4722,M
Billy Thomas,5,1.18,158,M
James Thomas,6,11.77,108,M
Beno Udrih,19,13.49,7895,M
Anderson Varejao,15,14.79,4699,M
Jackson Vroman,4,8.35,497,M
Sasha Vujacic,12,9.8,3750,M
Delonte West,10,13.29,4705,M
Damien Wilkins,9,11.28,3571,M
Dorell Wright,11,12.27,4597,M
Alex Acker,4,8.45,153,M
Alan Anderson,8,9.51,2421,M
Martynas Andriuskevicius,1,15.5,0,M
Earl Barron,13,7.51,758,M
Eddie Basden,1,10.3,39,M
Brandon Bass,12,14.65,6575,M
Esteban Batista,2,9.8,121,M
Andray Blatche,9,15.39,5706,M
Andrew Bogut,14,11.61,6812,M
Kevin Burleson,1,5.1,70,M
Andrew Bynum,10,17.95,5047,M
Will Bynum,8,12.61,2921,M
Jose Calderon,16,15.06,8520,M
Travis Diener,7,10.41,860,M
Ike Diogu,10,14.72,1833,M
Monta Ellis,14,15.69,16039,M
Daniel Ewing,2,8.45,431,M
Noel Felix,1,-1.1,18,M
Raymond Felton,14,13.98,11310,M
Gerald Fitch,1,10.2,84,M
Sharrod Ford,1,0.6,4,M
Channing Frye,13,13.38,7818,M
Deng Gai,1,0.0,0,M
Francisco Garcia,12,11.2,4644,M
Ryan Gomes,8,10.2,4926,M
Joey Graham,6,10.6,2239,M
Stephen Graham,9,8.57,1024,M
Danny Granger,12,14.14,10193,M
Devin Green,1,4.7,25,M
Gerald Green,12,17.43,5393,M
Orien Greene,4,10.65,326,M
Anthony Grundy,1,16.6,52,M
Chuck Hayes,13,10.88,2542,M
Luther Head,8,11.45,2991,M
Julius Hodge,4,11.4,43,M
Randy Holcomb,1,8.2,2,M
Jarrett Jack,14,13.76,9618,M
Sarunas Jasikevicius,4,12.38,1319,M
Amir Johnson,12,16.64,5559,M
Dwayne Jones,5,5.84,107,M
Linas Kleiza,7,11.8,3561,M
Yaroslav Korolev,2,6.4,39,M
David Lee,14,18.99,11659,M
Arvydas Macijauskas,1,8.3,44,M
Rawle Marshall,2,8.4,170,M
Jason Maxiell,10,11.98,3481,M
Sean May,4,13.08,821,M
Rashad McCants,6,12.42,3033,M
Aaron Miles,1,6.0,16,M
C.J. Miles,12,12.78,7006,M
Sergei Monia,3,8.2,154,M
Boniface N'Dong,1,11.0,50,M
Fabricio Oberto,6,8.68,1081,M
Andre Owens,2,7.6,192,M
Chris Paul,12,25.62,15610,M
Johan Petro,10,9.77,2364,M
Josh Powell,9,7.48,1342,M
Ronnie Price,12,8.84,2015,M
Shavlik Randolph,12,11.57,378,M
Anthony Roberson,5,10.86,384,M
Lawrence Roberts,2,13.6,334,M
Nate Robinson,17,12.85,8013,M
Melvin Sanders,1,10.5,41,M
Luke Schenscher,2,6.6,55,M
Wayne Simien,2,8.9,169,M
James Singleton,7,13.56,1208,M
Salim Stoudamire,3,11.67,1260,M
Chris Taft,1,15.6,47,M
Donell Taylor,2,10.2,266,M
Dijon Thompson,2,16.8,45,M
Ronny Turiaf,12,12.22,2260,M
Charlie Villanueva,11,15.44,6808,M
Von Wafer,8,-0.19,1100,M
Matt Walsh,1,-2.4,2,M
Hakim Warrick,12,15.68,5874,M
Martell Webster,10,9.13,5056,M
Robert Whaley,1,7.6,49,M
Deron Williams,16,17.57,15814,M
Lou Williams,14,17.31,11446,M
Marvin Williams,12,13.7,9122,M
Antoine Wright,8,5.86,1964,M
Bracey Wright,2,12.95,129,M
Derrick Zimmerman,1,5.5,4,M
Hassan Adams,2,6.7,185,M
Maurice Ager,6,3.28,220,M
LaMarcus Aldridge,11,20.28,15136,M
Lou Amundson,19,8.31,1953,M
Hilton Armstrong,11,9.0,1043,M
James Augustine,2,13.7,42,M
